excel_id,row,title,original_title,release_year,runtime_minutes,genres,countries,director,cast,imdb,tomatometer,popcornmeter,justwatch_url,poster_url
485,597,Brokeback Mountain,,2005,134,Drama | Romanze,USA,Ang Lee,Heath Ledger | Jake Gyllenhaal | Michelle Williams,7.7,88.000,82.000,https://www.justwatch.com/de/Film/Brokeback-Mountain,
486,598,Star Trek II: Der Zorn des Khan,Star Trek II: The Wrath of Khan,1982,113,Action | Sci-Fi,USA,Nicholas Meyer,William Shatner | Leonard Nimoy | Ricardo Montalbán,7.7,87.000,90.000,https://www.justwatch.com/de/Film/Star-Trek-2-Der-Zorn-des-Khan,
487,599,Wind River,,2017,107,Krimi | Thriller,CAN | UK | USA,Taylor Sheridan,Jeremy Renner | Elizabeth Olsen | Kelsey Asbille,7.7,87.000,90.000,https://www.justwatch.com/de/Film/Wind-River,
488,600,Virtual Nightmare – Open Your Eyes,Abre los ojos,1997,114,Mystery | Thriller,ESP | FRA | ITA,Alejandro Amenábar,Eduardo Noriega | Penélope Cruz | Najwa Nimri,7.7,87.000,88.000,https://www.justwatch.com/de/Film/Oeffne-die-Augen,
1008,601,Paprika,パプリカ / Papurika,2006,90,Sci-Fi | Thriller,JAP,Satoshi Kon,,7.7,87.000,88.000,https://www.justwatch.com/de/Film/Paprika,
489,602,Der letzte Kaiser,The Last Emperor,1987,145,Biografie | Drama,FRA | ITA | UK,Bernardo Bertolucci,John Lone | Joan Chen | Peter O'Toole,7.7,86.000,88.000,https://www.justwatch.com/de/Film/Der-Letzte-Kaiser,
490,603,Rambo,First Blood,1982,93,Action | Thriller,USA,Ted Kotcheff,Sylvester Stallone | Richard Crenna | Brian Dennehy,7.7,86.000,86.000,https://www.justwatch.com/de/Film/Rambo,
491,604,Besser geht’s nicht,As Good as It Gets,1997,133,Komödie | Romanze,USA,James L. Brooks,Jack Nicholson | Helen Hunt | Greg Kinnear,7.7,86.000,86.000,https://www.justwatch.com/de/Film/Besser-gehts-nicht,
492,605,Happy Together,春光乍洩 / Ceon Gwong Zaa Sit,1997,96,Drama | Romanze,HKG,Wong Kar-Wai,Leslie Cheung | Tony Leung Chiu-wai | Chang Chen,7.7,84.000,91.000,https://www.justwatch.com/de/Film/Happy-Together-1997,
493,606,Eine Frage der Ehre,A Few Good Men,1992,138,Drama | Thriller,USA,Rob Reiner,Tom Cruise | Jack Nicholson | Demi Moore,7.7,84.000,89.000,https://www.justwatch.com/de/Film/Eine-Frage-der-Ehre,
494,607,"Pelle, der Eroberer",Pelle Erobreren,1987,157,Coming-of-Age | Drama,DEN | SWE,Bille August,Pelle Hvenegaard | Max von Sydow | Erik Paaske,7.7,84.000,89.000,https://www.justwatch.com/de/Film/Pelle-der-Eroberer,
1090,608,Happiness,,1998,139,Drama | Komödie,USA,Todd Solondz,Jane Adams | Dylan Baker | Philip Seymour Hoffman,7.7,84.000,89.000,https://www.justwatch.com/de/Film/Happiness,
495,609,Der Geschmack der Kirsche,Ta'm-e gīlās,1997,99,Drama | Komödie,IRN,Abbas Kiarostami,Homayoun Ershadi | Abdolrahman Bagheri | Afshin Khorshid Bakhtiari,7.7,83.000,83.000,https://www.justwatch.com/de/Film/Der-Geschmack-der-Kirsche,
496,610,Ocean’s Eleven,,2001,127,Krimi | Thriller,USA,Steven Soderbergh,George Clooney | Brad Pitt | Matt Damon,7.7,83.000,80.000,https://www.justwatch.com/de/Film/Oceans-Eleven,
497,611,Die Bourne Verschwörung,The Bourne Supremacy,2004,108,Action | Thriller,GER | USA,Paul Greengrass,Matt Damon | Franka Potente | Joan Allen,7.7,82.000,90.000,https://www.justwatch.com/de/Film/Die-Bourne-Verschwoerung,
498,612,Road to Perdition,,2002,117,Drama | Krimi,USA,Sam Mendes,Tom Hanks | Paul Newman | Tyler Hoechlin,7.7,82.000,86.000,https://www.justwatch.com/de/Film/Road-to-Perdition,
499,613,Philadelphia,,1993,126,Drama | Rechtsdrama,USA,Jonathan Demme,Tom Hanks | Denzel Washington | Roberta Maxwell,7.7,81.000,89.000,https://www.justwatch.com/de/Film/Philadelphia,
500,614,Die besten Absichten,Den goda viljan,1992,181,Drama | Romanze,DEN | FRA | GER | ITA | SWE | UK,Ingmar Bergman,Samuel Fröler | Pernilla August | Max von Sydow,7.7,81.000,87.000,https://www.justwatch.com/de/Film/die-besten-absichten,
1068,615,Ich und Earl und das Mädchen,Me and Earl and the Dying Girl,2015,105,Drama | Komödie,USA,Alfonso Gomez-Rejon,Thomas Mann | RJ Cyler | Olivia Cooke,7.7,81.000,86.000,https://www.justwatch.com/de/Film/Ich-und-Earl-und-das-Maedchen,
501,616,Céline und Julie fahren Boot,Céline et Julie vont en bateau,1974,193,Fantasy | Komödie,FRA,Jacques Rivette,Juliet Berto | Dominique Labourier | Bulle Ogier,7.7,80.000,87.000,https://www.justwatch.com/de/Film/Celine-und-Julie-fahren-Boot,
502,617,"O Brother, Where Art Thou? – Eine Mississippi-Odyssee","O Brother, Where Art Thou?",2000,106,Drama | Komödie,FRA | UK | USA,"Joel Coen, Ethan Coen",George Clooney | John Turturro | Tim Blake Nelson,7.7,79.000,89.000,https://www.justwatch.com/de/Film/O-Brother-Where-Art-Thou-Eine-Mississippi-Odyssee,
1158,618,Hangover,The Hangover,2009,100,Abenteuer | Komödie,GER | USA,Todd Phillips,Bradley Cooper | Ed Helms | Zach Galifianakis,7.7,79.000,84.000,https://www.justwatch.com/de/Film/Hangover,
503,619,Das Reich der Sonne,Empire of the Sun,1987,146,Drama | Krieg,USA,Steven Spielberg,Christian Bale | John Malkovich | Miranda Richardson,7.7,77.000,90.000,https://www.justwatch.com/de/Film/Das-Reich-der-Sonne,
504,620,Zwielicht,Primal Fear,1996,130,Krimi | Thriller,USA,Gregory Hoblit,Richard Gere | Edward Norton | Laura Linney,7.7,77.000,89.000,https://www.justwatch.com/de/Film/Zwielicht,
1155,621,Black Hawk Down,,2001,144,Action | Krieg,UK | USA,Ridley Scott,Josh Hartnett | Ewan McGregor | Tom Sizemore,7.7,77.000,88.000,https://www.justwatch.com/de/Film/Black-Hawk-Down,
505,622,The Game – Das Geschenk seines Lebens,The Game,1997,129,Mystery | Thriller,USA,David Fincher,Michael Douglas | Sean Penn | Deborah Kara Unger,7.7,77.000,84.000,https://www.justwatch.com/de/Film/The-Game-Das-Geschenk-seines-Lebens,
1177,623,Harry Potter und die Heiligtümer des Todes - Teil 1,Harry Potter and the Deathly Hallows – Part 1,2010,146,Abenteuer | Fantasy,UK | USA,David Yates,Daniel Radcliffe | Rupert Grint | Emma Watson,7.7,76.000,85.000,https://www.justwatch.com/de/Film/Harry-Potter-und-die-Heiligtuemer-des-Todes-Teil-1,
1094,624,L.A. Crash,Crash,2004,112,Drama | Thriller,GER | USA,Paul Haggis,Don Cheadle | Sandra Bullock | Matt Dillon,7.7,73.000,88.000,https://www.justwatch.com/de/Film/L-A-Crash,
506,625,Das Experiment,,2001,120,Drama | Thriller,GER,Oliver Hirschbiegel,Moritz Bleibtreu | Christian Berkel | Oliver Stokowski,7.7,72.000,88.000,https://www.justwatch.com/de/Film/Das-Experiment,
507,626,Der Name der Rose,The Name of the Rose,1986,131,Krimi | Thriller,FRA | GER | ITA,Jean-Jacques Annaud,Sean Connery | Christian Slater | F. Murray Abraham,7.7,72.000,85.000,https://www.justwatch.com/de/Film/Der-Name-der-Rose,
508,627,Adams Äpfel,Adams Æbler,2005,94,Komödie | Krimi,DEN,Anders Thomas Jensen,Ulrich Thomsen | Mads Mikkelsen | Nicolas Bro,7.7,70.000,90.000,https://www.justwatch.com/de/Film/Adams-Aepfel,
509,628,Kikujiros Sommer,菊次郎の夏 / Kikujirō no Natsu,1999,122,Drama | Komödie,JAP,Takeshi Kitano,Takeshi Kitano | Yusuke Sekiguchi | Kayoko Kishimoto,7.7,61.000,92.000,https://www.justwatch.com/de/Film/Kikujiro-no-natsu,
1300,629,96 Hours,Taken,2008,91,Action | Thriller,FRA,Pierre Morel,Liam Neeson | Maggie Grace | Famke Janssen,7.7,60.000,85.000,https://www.justwatch.com/de/Film/96-Hours,
510,630,Lucky # Slevin,Lucky Number Slevin,2006,110,Krimi | Komödie,CAN | GER | UK | USA,Paul McGuigan,Josh Hartnett | Bruce Willis | Morgan Freeman,7.7,52.000,87.000,https://www.justwatch.com/de/Film/Lucky-Slevin,
511,631,Der siebente Kontinent,,1989,104,Drama | Thriller,AUT,Michael Haneke,Dieter Berner | Birgit Doll | Leni Tanzer,7.6,,74.000,https://www.justwatch.com/de/Film/Der-siebente-Kontinent,
512,632,Im Lauf der Zeit,,1976,168,Drama | Roadmovie,GER,Wim Wenders,Rüdiger Vogler | Hanns Zischler | Lisa Kreuzer,7.6,100.000,87.000,https://www.justwatch.com/de/Film/Im-Lauf-der-Zeit,
1248,633,Paisà,,1946,125,Drama | Krieg,ITA,Roberto Rossellini,Carmela Sazio | Gar Moore | Harriet Medin,7.6,100.000,86.000,https://www.justwatch.com/de/Film/Paisa,
513,634,One Cut of the Dead,カメラを止めるな! / Kamera o Tomeru na!,2017,96,Horror | Komödie,JAP,Shin'ichirô Ueda,Takayuki Hamatsu | Yuzuki Akiyama | Harumi Shuhama,7.6,100.000,85.000,https://www.justwatch.com/de/Film/One-Cut-of-the-Dead,
1267,635,Vogelfrei,Sans toit ni loi,1985,105,Drama | Drama,FRA,Agnès Varda,Sandrine Bonnaire | Macha Méril | Stéphane Freiss,7.6,100.000,85.000,https://www.justwatch.com/de/Film/Vogelfrei,
514,636,Nameless Gangster: Rules of the Time,범죄와의 전쟁: 나쁜놈들 전성시대 / Beomjoewa-ui Jeonjaeng: Nappeunnomdeul Jeonseong Sidae,2012,134,Drama | Krimi,KOR,Yoon Jong-bin,Choi Min-sik | Ha Jung-woo | Jo Jin-woong,7.6,100.000,75.000,https://www.justwatch.com/de/Film/Nameless-Gangster-Rules-of-the-Time,
515,637,Der Mann ohne Vergangenheit,Mies vailla menneisyyttä,2002,97,Drama | Komödie,FIN | FRA | GER,Aki Kaurismäki,Markku Peltola | Kati Outinen | Juhani Niemelä,7.6,98.000,90.000,https://www.justwatch.com/de/Film/Der-Mann-ohne-Vergangenheit,
1171,638,Sing Sing,,2023,107,Drama | Drama,USA,Greg Kwedar,Colman Domingo | Clarence Maclin | Paul Raci,7.6,97.000,98.000,https://www.justwatch.com/de/Film/sing-sing-2024,
516,639,Die Saat des heiligen Feigenbaums,Dāne-ye anjīr-e ma'ābed / دانه‌ی انجیر معابد,2024,168,Drama | Thriller,FRA | GER | IRN,Mohammad Rasoulof,Missagh Zareh | Soheila Golestani | Mahsa Rostami,7.6,97.000,94.000,https://www.justwatch.com/de/Film/the-seed-of-the-sacred-fig,
1263,640,Drei Uhr nachts,Bob le flambeur,1956,102,Drama | Krimi,FRA,Jean-Pierre Melville,Roger Duchesne | Isabelle Corey | Daniel Cauchy,7.6,97.000,90.000,https://www.justwatch.com/de/Film/Drei-Uhr-nachts,
517,641,Ein seltsames Paar,The Odd Couple,1968,101,Komödie | Satire,USA,Gene Saks,Jack Lemmon | Walter Matthau | John Fiedler,7.6,97.000,89.000,https://www.justwatch.com/de/Film/Ein-seltsames-Paar,
518,642,Zelig,,1983,79,Komödie | Mockumentary,USA,Woody Allen,Woody Allen | Mia Farrow | Patrick Horgan,7.6,97.000,88.000,,
1028,643,Hell Or High Water,,2016,102,Krimi | Western,USA,David Mackenzie,Chris Pine | Ben Foster | Jeff Bridges,7.6,97.000,88.000,https://www.justwatch.com/de/Film/Hell-or-High-Water,
1167,644,Augen ohne Gesicht,Les Yeux sans visage,1960,90,Drama | Horror,FRA | ITA,Georges Franju,Pierre Brasseur | Alida Valli | Édith Scob,7.6,97.000,87.000,https://www.justwatch.com/de/Film/Augen-ohne-Gesicht,
1169,645,Leviathan,Левиафан / Leviafan,2014,140,Drama | Krimi,RUS,Andrey Zvyagintsev,Aleksei Serebryakov | Elena Lyadova | Vladimir Vdovichenkov,7.6,97.000,80.000,https://www.justwatch.com/de/Film/Leviathan-2014,
1129,646,Mission: Impossible - Dead Reckoning Part One,,2023,163,Action | Thriller,USA,Christopher McQuarrie,Tom Cruise | Hayley Atwell | Ving Rhames,7.6,96.000,94.000,https://www.justwatch.com/de/Film/mission-impossible-dead-reckoning-teil-eins,
519,647,Anatomie eines Falls,Anatomie d’une chute,2023,150,Drama | Krimi,FRA,Justine Triet,Sandra Hüller | Milo Machado-Graner | Swann Arlaud,7.6,96.000,91.000,https://www.justwatch.com/de/Film/anatomie-dune-chute,
1125,648,All of Us Strangers,,2023,105,Drama | Romanze,UK,Andrew Haigh,Andrew Scott | Paul Mescal | Jamie Bell,7.6,96.000,91.000,https://www.justwatch.com/de/Film/all-of-us-strangers,
1123,649,5 Zimmer Küche Sarg,What We Do in the Shadows,2014,85,Horror | Komödie,NZL,"Jemaine Clement, Taika Waitit",Taika Waititi | Jemaine Clement | Jonathan Brugh,7.6,96.000,87.000,https://www.justwatch.com/de/Film/5-Zimmer-Kueche-Sarg,
520,650,Ekel,Repulsion,1965,104,Drama | Horror,UK,Roman Polanski,Catherine Deneuve | Ian Hendry | John Fraser,7.6,96.000,86.000,https://www.justwatch.com/de/Film/Repulsion,
1237,651,Falstaff – Glocken um Mitternacht,Campanadas a medianoche,1965,115,Drama | Komödie,ESP | SUI,Orson Welles,Orson Welles | Keith Baxter | John Gielgud,7.6,96.000,85.000,https://www.justwatch.com/de/Film/Falstaff,
521,652,Die Vögel,The Birds,1963,119,Horror | Thriller,USA,Alfred Hitchcock,Tippi Hedren | Rod Taylor | Jessica Tandy,7.6,96.000,83.000,https://www.justwatch.com/de/Film/Die-Voegel,
522,653,The Florida Project,,2017,111,Drama | Komödie,USA,Sean Baker,Brooklynn Prince | Bria Vinaite | Willem Dafoe,7.6,96.000,81.000,https://www.justwatch.com/de/Film/The-Florida-Project,
523,654,Roma,,2018,135,Drama | Tragödie,MEX | USA,Alfonso Cuarón,Yalitza Aparicio | Marina de Tavira | Jorge Antonio Guerrero,7.6,96.000,72.000,https://www.justwatch.com/de/Film/Roma-2018,
524,655,The Peanut Butter Falcon,,2019,98,Drama | Komödie,USA,"Tyler Nilson, Michael Schwartz",Zack Gottsagen | Shia LaBeouf | Dakota Johnson,7.6,95.000,96.000,https://www.justwatch.com/de/Film/The-Peanut-Butter-Falcon,
525,656,Train To Busan,부산행 / Busanhaeng,2016,118,Action | Horror,KOR,Yeon Sang-ho,Gong Yoo | Jung Yu-mi | Ma Dong-seok,7.6,95.000,89.000,https://www.justwatch.com/de/Film/busanhaeng,
526,657,True Grit,,2010,110,Drama | Western,USA,"Joel Coen, Ethan Coen",Jeff Bridges | Hailee Steinfeld | Matt Damon,7.6,95.000,85.000,https://www.justwatch.com/de/Film/True-Grit-Vergeltung,
1258,658,Belle de Jour – Schöne des Tages,Belle de Jour,1967,100,Drama | Romanze,FRA | ITA,Luis Buñuel,Catherine Deneuve | Jean Sorel | Michel Piccoli,7.6,95.000,85.000,https://www.justwatch.com/de/Film/Belle-de-jour-Schoene-des-Tages,
527,659,Aftersun,,2022,102,Coming-of-Age | Drama,UK | USA,Charlotte Wells,Paul Mescal | Frankie Corio | Celia Rowlson-Hall,7.6,95.000,82.000,https://www.justwatch.com/de/Film/Aftersun,
1232,660,Die Außenseiterbande,Bande à part,1964,95,Drama | Krimi,FRA,Jean-Luc Godard,Anna Karina | Sami Frey | Claude Brasseur,7.6,94.000,91.000,https://www.justwatch.com/de/Film/Die-Aussenseiterbande,
528,661,Confusion – Sommer der Ausgeflippten,Dazed and Confused,1993,98,Coming-of-Age | Komödie,USA,Richard Linklater,Jason London | Wiley Wiggins | Matthew McConaughey,7.6,94.000,90.000,https://www.justwatch.com/de/Film/Dazed-and-Confused-Sommer-der-Ausgeflippten,
529,662,Lola rennt,,1998,81,Action | Thriller,GER,Tom Tykwer,Franka Potente | Moritz Bleibtreu | Herbert Knaup,7.6,94.000,90.000,https://www.justwatch.com/de/Film/Lola-Rennt,
1078,663,Station Agent,The Station Agent,2003,90,Drama | Komödie,USA,Tom McCarthy,Peter Dinklage | Patricia Clarkson | Bobby Cannavale,7.6,94.000,89.000,https://www.justwatch.com/de/Film/Station-Agent,
1244,664,Mein Onkel,Mon oncle,1958,118,Drama | Komödie,FRA | ITA,Jacques Tati,Jacques Tati | Jean-Pierre Zola | Adrienne Servantie,7.6,94.000,89.000,https://www.justwatch.com/de/Film/Mein-Onkel,
530,665,Blood Simple – Eine mörderische Nacht,Blood Simple,1984,99,Krimi | Thriller,USA,"Joel Coen, Ethan Coen",John Getz | Frances McDormand | Dan Hedaya,7.6,94.000,88.000,https://www.justwatch.com/de/Film/Blood-Simple-Eine-moerderische-Nacht,
531,666,Die Kunst zu gewinnen - Moneyball,Moneyball,2011,133,Drama | Sport,USA,Bennett Miller,Brad Pitt | Jonah Hill | Philip Seymour Hoffman,7.6,94.000,86.000,https://www.justwatch.com/de/Film/Die-Kunst-zu-gewinnen-Moneyball,
1006,667,Weapons – Die Stunde des Verschwindens,Weapons,2025,129,Horror | Mystery,USA,Zach Cregger,Julia Garner | Josh Brolin | Alden Ehrenreich,7.6,94.000,85.000,https://www.justwatch.com/de/Film/weapons-die-stunde-des-verschwindens,
1043,668,50/50 - Freunde fürs (Über) leben,50/50,2011,100,Drama | Komödie,USA,Jonathan Levine,Joseph Gordon-Levitt | Seth Rogen | Anna Kendrick,7.6,93.000,88.000,https://www.justwatch.com/de/Film/50-50-Freunde-fuers-Ueber-Leben,
532,669,Mad Max II – Der Vollstrecker,Mad Max 2: The Road Warrior,1981,95,Action | Sci-Fi,AUS,George Miller,Mel Gibson | Bruce Spence | Mike Preston,7.6,93.000,86.000,https://www.justwatch.com/de/Film/Mad-Max-2-Der-Vollstrecker,
533,670,Traffic - Macht des Kartells,Traffic,2000,147,Drama | Krimi,GER | USA,Steven Soderbergh,Michael Douglas | Benicio del Toro | Catherine Zeta-Jones,7.6,93.000,85.000,https://www.justwatch.com/de/Film/Traffic-Die-Macht-des-Kartells,
534,671,Vera Drake,,2004,125,Drama | Krimi,UK,Mike Leigh,Imelda Staunton | Phil Davis | Daniel Mays,7.6,93.000,84.000,https://www.justwatch.com/de/Film/Vera-Drake,
535,672,Die Fliege,The Fly,1986,96,Horror | Sci-Fi,CAN | USA,David Cronenberg,Jeff Goldblum | Geena Davis | John Getz,7.6,93.000,83.000,https://www.justwatch.com/de/Film/Die-Fliege-1986,
536,673,RoboCop,,1987,102,Action | Sci-Fi,USA,Paul Verhoeven,Peter Weller | Nancy Allen | Kurtwood Smith,7.6,92.000,84.000,https://www.justwatch.com/de/Film/RoboCop-1987,
537,674,Volver – Zurückkehren,Volver,2006,121,Drama | Komödie,ESP,Pedro Almodóvar,Penélope Cruz | Carmen Maura | Lola Dueñas,7.6,91.000,89.000,https://www.justwatch.com/de/Film/Volver-Zurueckkehren,
1037,675,Bridge of Spies – Der Unterhändler,Bridge of Spies,2015,141,Drama | Thriller,IND | GER | UK | USA,Steven Spielberg,Tom Hanks | Mark Rylance | Amy Ryan,7.6,91.000,87.000,https://www.justwatch.com/de/Film/Bridge-of-Spies-Der-Unterhaendler,
538,676,Rushmore,,1998,93,Drama | Komödie,USA,Wes Anderson,Jason Schwartzman | Bill Murray | Olivia Williams,7.6,90.000,91.000,https://www.justwatch.com/de/Film/Rushmore,
539,677,Die Zeit nach Mitternacht,After Hours,1985,98,Komödie | Thriller,USA,Martin Scorsese,Griffin Dunne | Rosanna Arquette | Verna Bloom,7.6,90.000,87.000,https://www.justwatch.com/de/Film/Die-Zeit-nach-Mitternacht,
540,678,Unheimliche Begegnung der dritten Art,Close Encounters of the Third Kind,1977,135,Sci-Fi | Thriller,USA,Steven Spielberg,Richard Dreyfuss | Teri Garr | Melinda Dillon,7.6,90.000,85.000,https://www.justwatch.com/de/Film/Unheimliche-Begegnung-der-dritten-Art,
541,679,Beim Sterben ist jeder der Erste,Deliverance,1972,109,Drama | Thriller,USA,John Boorman,Jon Voight | Burt Reynolds | Ned Beatty,7.6,90.000,82.000,https://www.justwatch.com/de/Film/Beim-Sterben-ist-jeder-der-Erste,
1138,680,Vergiftete Wahrheit,Dark Waters,2019,126,Drama | Thriller,USA,Todd Haynes,Mark Ruffalo | Anne Hathaway | Tim Robbins,7.6,89.000,95.000,https://www.justwatch.com/de/Film/Dark-Waters-2019,
1139,681,The Iron Claw,,2023,132,Drama | Sport,UK | USA,Sean Durkin,Zac Efron | Jeremy Allen White | Harris Dickinson,7.6,89.000,94.000,https://www.justwatch.com/de/Film/the-iron-claw,
542,682,Barton Fink,,1991,116,Komödie | Thriller,USA,"Joel Coen, Ethan Coen",John Turturro | John Goodman | Judy Davis,7.6,89.000,89.000,https://www.justwatch.com/de/Film/Barton-Fink,
543,683,Drei Farben: Weiß,Trois couleurs: Blanc,1994,91,Drama | Komödie,FRA | POL,Krzysztof Kieślowski,Zbigniew Zamachowski | Julie Delpy | Janusz Gajos,7.6,89.000,87.000,https://www.justwatch.com/de/Film/Drei-Farben-Weiss,
1056,684,Todeszug nach Yuma,3:10 to Yuma,2007,122,Drama | Western,USA,James Mangold,Christian Bale | Russell Crowe | Ben Foster,7.6,89.000,86.000,https://www.justwatch.com/de/Film/Todeszug-nach-Yuma,
544,685,Duell,Duel,1971,95,Action Thriller,USA,Steven Spielberg,Dennis Weaver | Jacqueline Scott | Eddie Firestone,7.6,89.000,84.000,https://www.justwatch.com/de/Film/Duell,
1085,686,Tödliche Versprechen – Eastern Promises,Eastern Promises,2007,100,Krimi | Thriller,CAN | UK,David Cronenberg,Viggo Mortensen | Naomi Watts | Vincent Cassel,7.6,89.000,83.000,https://www.justwatch.com/de/Film/Toedliche-Versprechen-Eastern-Promises,
545,687,Minority Report,,2002,145,Action | Sci-Fi,USA,Steven Spielberg,Tom Cruise | Colin Farrell | Samantha Morton,7.6,89.000,80.000,https://www.justwatch.com/de/Film/Minority-Report,
546,688,Down by Law,,1986,107,Komödie | Krimi,USA,Jim Jarmusch,Tom Waits | John Lurie | Roberto Benigni,7.6,88.000,93.000,https://www.justwatch.com/de/Film/Down-by-Law-Alles-im-Griff,
547,689,Superbad,,2007,113,Coming-of-Age | Komödie,USA,Greg Mottola,Jonah Hill | Michael Cera | Christopher Mintz-Plasse,7.6,88.000,87.000,https://www.justwatch.com/de/Film/Superbad,
1295,690,Rental Family,,2025,103,Drama | Komödie,JAP | USA,Hikari,Brendan Fraser | Takehiro Hira | Mari Yamamoto,7.6,87.000,96.000,https://www.justwatch.com/de/Film/rental-family,
1075,691,The Raid,Serbuan Maut,2011,101,Action | Thriller,IDN | USA,Gareth Evans,Iko Uwais | Joe Taslim | Yayan Ruhian,7.6,87.000,87.000,https://www.justwatch.com/de/Film/The-Raid-Redemption,
1276,692,Walkabout,,1971,100,Abenteuer | Drama,AUS,Nicolas Roeg,Jenny Agutter | Luc Roeg | David Gulpilil,7.6,86.000,86.000,https://www.justwatch.com/de/Film/Walkabout,
548,693,Gestohlene Kinder,Il ladro di bambini,1992,114,Drama | Krimi,FRA | ITA | SUI,Gianni Amelio,Enrico Lo Verso | Valentina Scalici | Giuseppe Ieracitano,7.6,86.000,85.000,,
549,694,Die Nackte Kanone,The Naked Gun: From the Files of Police Squad!,1988,85,Komödie | Krimi,USA,David Zucker,Leslie Nielsen | Priscilla Presley | George Kennedy,7.6,86.000,84.000,https://www.justwatch.com/de/Film/Die-Nackte-Kanone,
1042,695,(500) Days of Summer,,2009,95,Komödie | Romanze,USA,Marc Webb,Joseph Gordon-Levitt | Zooey Deschanel | Geoffrey Arend,7.6,86.000,84.000,https://www.justwatch.com/de/Film/500-Days-of-Summer,
1215,696,Peppermint Candy,박하사탕 / Bakhasatang,1999,129,Drama | Drama,KOR,Lee Chang-dong,Sol Kyung-gu | Moon So-ri | Kim Yeo-jin,7.6,86.000,83.000,https://www.justwatch.com/de/Film/baghasatang,
550,697,Thelma & Louise,,1991,129,Abenteuer | Drama,USA,Ridley Scott,Susan Sarandon | Geena Davis | Harvey Keitel,7.6,86.000,82.000,https://www.justwatch.com/de/Film/Thelma-und-Louise,
551,698,Once Upon a Time… in Hollywood,,2019,160,Drama | Komödie,UK | USA,Quentin Tarantino,Leonardo DiCaprio | Brad Pitt | Margot Robbie,7.6,86.000,70.000,https://www.justwatch.com/de/Film/Once-Upon-a-Time-in-Hollywood,
1143,699,Just Mercy,,2019,137,Drama | Krimi,USA,Destin Daniel Cretton,Michael B. Jordan | Jamie Foxx | Brie Larson,7.6,85.000,99.000,https://www.justwatch.com/de/Film/Just-Mercy,
552,700,Guardians of the Galaxy Vol. 2,,2017,136,Action | Sci-Fi,USA,James Gunn,Chris Pratt | Zoe Saldaña | Dave Bautista,7.6,85.000,87.000,https://www.justwatch.com/de/Film/Guardians-of-the-Galaxy-Vol-2,
1044,701,Mein Vetter Winnie,My Cousin Vinny,1992,120,Komödie | Krimi,USA,Jonathan Lynn,Joe Pesci | Marisa Tomei | Ralph Macchio,7.6,85.000,87.000,https://www.justwatch.com/de/Film/Mein-Vetter-Winnie,
553,702,Agenten sterben einsam,Where Eagles Dare,1968,158,Action | Krieg,UK | USA,Brian G. Hutton,Richard Burton | Clint Eastwood | Mary Ure,7.6,84.000,89.000,https://www.justwatch.com/de/Film/Agenten-sterben-einsam,
1062,703,Alles Routine,Office Space,1999,89,Komödie | Satire,USA,Mike Judge,Ron Livingston | Jennifer Aniston | David Herman,7.6,82.000,93.000,https://www.justwatch.com/de/Film/Alles-Routine,
554,704,"Die Haut, in der ich wohne",La piel que habito,2011,121,Drama | Thriller,ESP,Pedro Almodóvar,Antonio Banderas | Elena Anaya | Marisa Paredes,7.6,82.000,84.000,https://www.justwatch.com/de/Film/Die-Haut-in-der-ich-wohne,
555,705,Victoria,,2015,140,Krimi | Thriller,GER,Sebastian Schipper,Laia Costa | Frederick Lau | Franz Rogowski,7.6,82.000,83.000,https://www.justwatch.com/de/Film/Victoria,
556,706,Die Royal Tenenbaums,The Royal Tenenbaums,2001,108,Drama | Komödie,USA,Wes Anderson,Gene Hackman | Anjelica Huston | Ben Stiller,7.6,81.000,89.000,https://www.justwatch.com/de/Film/Die-Royal-Tenenbaums,
557,707,Waking Life,,2001,101,Animation | Drama,USA,Richard Linklater,Wiley Wiggins | Trevor Jack Brooks | Lorelei Linklater,7.6,81.000,87.000,https://www.justwatch.com/de/Film/Waking-Life,
558,708,Lethal Weapon – Zwei stahlharte Profis,Lethal Weapon,1987,112,Action | Thriller,USA,Richard Donner,Mel Gibson | Danny Glover | Gary Busey,7.6,81.000,86.000,https://www.justwatch.com/de/Film/Lethal-Weapon-Zwei-stahlharte-Profis,
559,709,21 Gramm,21 Grams,2003,125,Krimi | Thriller,USA,Alejandro G. Iñárritu,Sean Penn | Naomi Watts | Benicio del Toro,7.6,80.000,86.000,https://www.justwatch.com/de/Film/21-Gramm,
560,710,25 Stunden,25th Hour,2002,135,Drama | Mystery,USA,Spike Lee,Edward Norton | Philip Seymour Hoffman | Barry Pepper,7.6,80.000,85.000,https://www.justwatch.com/de/Film/25-Stunden,
1268,711,Der schmale Grat,The Thin Red Line,1998,170,Drama | Krieg,USA,Terrence Malick,Sean Penn | Jim Caviezel | Nick Nolte,7.6,80.000,80.000,https://www.justwatch.com/de/Film/Der-schmale-Grat,
561,712,Star Wars: Episode III – Die Rache der Sith,Star Wars: Episode III – Revenge of the Sith,2005,140,Abenteuer | Sci-Fi,USA,George Lucas,Hayden Christensen | Ewan McGregor | Natalie Portman,7.6,79.000,66.000,https://www.justwatch.com/de/Film/Star-Wars-III-Die-Rache-der-Sith,
